created_at,field1,field2,field3
06-01-2023 17:20,28,74,21
06-01-2023 17:21,41,29,44
06-01-2023 17:22,60,58,34
06-01-2023 17:23,54,50,66
06-01-2023 17:24,50,19,54
06-01-2023 17:25,66,32,37
06-01-2023 17:26,44,48,38
06-01-2023 17:27,38,36,88
06-01-2023 17:28,43,16,41
06-01-2023 17:29,60,17,89
06-01-2023 17:30,54,30,32
06-01-2023 17:31,61,48,20
06-01-2023 17:32,22,34,22
06-01-2023 17:33,41,51,31
06-01-2023 17:34,58,34,80
06-01-2023 17:35,23,78,87
06-01-2023 17:36,34,13,25
06-01-2023 17:37,24,28,65
06-01-2023 17:38,69,74,31
06-01-2023 17:39,67,48,53
06-01-2023 17:40,37,16,29
06-01-2023 17:41,22,53,26
06-01-2023 17:42,33,68,70
06-01-2023 17:43,62,26,54
06-01-2023 17:44,56,53,34
06-01-2023 17:45,58,76,76
06-01-2023 17:46,21,10,72
06-01-2023 17:47,51,49,26
06-01-2023 17:48,33,61,63
06-01-2023 17:49,68,37,57
06-01-2023 17:50,24,74,87
06-01-2023 17:51,31,70,69
06-01-2023 17:52,29,42,53
06-01-2023 17:53,25,12,86
06-01-2023 17:54,43,69,45
06-01-2023 17:55,33,31,76
06-01-2023 17:56,60,74,82
06-01-2023 17:57,38,30,45
06-01-2023 17:58,41,35,49
06-01-2023 17:59,33,10,43
06-01-2023 18:00,22,44,25
06-01-2023 18:01,31,44,28
06-01-2023 18:02,20,13,59
06-01-2023 18:03,63,52,76
06-01-2023 18:04,65,50,66
06-01-2023 18:05,56,64,64
06-01-2023 18:06,54,37,30
06-01-2023 18:07,21,65,19
06-01-2023 18:08,62,74,56
06-01-2023 18:09,64,72,46
06-01-2023 18:10,68,78,35
06-01-2023 18:11,57,64,87
06-01-2023 18:12,27,22,16
06-01-2023 18:13,67,59,40
06-01-2023 18:14,60,70,39
06-01-2023 18:15,48,26,58
06-01-2023 18:16,43,52,68
06-01-2023 18:17,66,10,45
06-01-2023 18:18,59,52,27
06-01-2023 18:19,38,10,35
06-01-2023 18:20,63,19,74
06-01-2023 18:21,20,29,75
06-01-2023 18:22,39,56,27
06-01-2023 18:23,27,60,70
06-01-2023 18:24,42,72,47
06-01-2023 18:25,38,45,50
06-01-2023 18:26,66,36,89
06-01-2023 18:27,49,74,54
06-01-2023 18:28,45,35,38
06-01-2023 18:29,23,53,65
06-01-2023 18:30,69,15,53
06-01-2023 18:31,42,20,39
06-01-2023 18:32,37,35,60
06-01-2023 18:33,68,47,17
06-01-2023 18:34,49,15,83
06-01-2023 18:35,64,17,56
06-01-2023 18:36,22,31,37
06-01-2023 18:37,48,51,89
06-01-2023 18:38,45,74,78
06-01-2023 18:39,54,67,23
06-01-2023 18:40,60,49,89
06-01-2023 18:41,23,34,54
06-01-2023 18:42,28,67,42
06-01-2023 18:43,24,71,21
06-01-2023 18:44,33,56,68
06-01-2023 18:45,50,64,37
06-01-2023 18:46,44,68,26
06-01-2023 18:47,27,66,69
06-01-2023 18:48,66,67,66
06-01-2023 18:49,44,34,37
06-01-2023 18:50,54,75,34
06-01-2023 18:51,39,53,41
06-01-2023 18:52,35,76,89
06-01-2023 18:53,21,54,28
06-01-2023 18:54,25,12,40
06-01-2023 18:55,30,33,22
06-01-2023 18:56,42,12,80
06-01-2023 18:57,47,71,88
06-01-2023 18:58,69,53,84
06-01-2023 18:59,54,62,50
06-01-2023 19:00,63,10,73
06-01-2023 19:01,26,47,63
06-01-2023 19:02,62,67,88
06-01-2023 19:03,50,56,44
06-01-2023 19:04,43,55,23
06-01-2023 19:05,41,12,72
06-01-2023 19:06,41,69,76
06-01-2023 19:07,66,43,36
06-01-2023 19:08,56,10,25
06-01-2023 19:09,23,29,68
06-01-2023 19:10,37,51,32
06-01-2023 19:11,23,55,57
06-01-2023 19:12,29,47,15
06-01-2023 19:13,57,23,64
06-01-2023 19:14,29,44,50
06-01-2023 19:15,52,51,76
06-01-2023 19:16,67,56,86
06-01-2023 19:17,25,59,16
06-01-2023 19:18,39,78,79
06-01-2023 19:19,48,26,65
06-01-2023 19:20,22,54,16
06-01-2023 19:21,64,44,71
06-01-2023 19:22,51,34,22
06-01-2023 19:23,29,25,54
06-01-2023 19:24,32,62,69
06-01-2023 19:25,68,50,88
06-01-2023 19:26,51,78,83
06-01-2023 19:27,58,32,82
06-01-2023 19:28,68,55,39
06-01-2023 19:29,52,33,61
06-01-2023 19:30,44,60,81
06-01-2023 19:31,40,72,80
06-01-2023 19:32,50,30,67
06-01-2023 19:33,40,67,40
06-01-2023 19:34,59,19,78
06-01-2023 19:35,32,27,52
06-01-2023 19:36,69,44,88
06-01-2023 19:37,20,58,83
06-01-2023 19:38,44,63,50
06-01-2023 19:39,55,26,63
06-01-2023 19:40,41,53,62
06-01-2023 19:41,29,44,54
06-01-2023 19:42,27,11,51
06-01-2023 19:43,52,73,51
06-01-2023 19:44,57,56,59
06-01-2023 19:45,48,65,32
06-01-2023 19:46,38,30,35
06-01-2023 19:47,62,77,19
06-01-2023 19:48,65,10,42
06-01-2023 19:49,51,20,78
06-01-2023 19:50,67,51,21
06-01-2023 19:51,64,74,88
06-01-2023 19:52,67,26,53
06-01-2023 19:53,41,34,16
06-01-2023 19:54,28,77,38
06-01-2023 19:55,69,33,29
06-01-2023 19:56,26,59,59
06-01-2023 19:57,20,47,43
06-01-2023 19:58,45,47,70
06-01-2023 19:59,59,37,84
06-01-2023 20:00,59,20,66
06-01-2023 20:01,36,23,66
06-01-2023 20:02,56,51,89
06-01-2023 20:03,64,59,50
06-01-2023 20:04,44,45,42
06-01-2023 20:05,39,14,26
06-01-2023 20:06,58,20,80
06-01-2023 20:07,21,66,85
06-01-2023 20:08,40,47,86
06-01-2023 20:09,31,51,32
06-01-2023 20:10,37,62,41
06-01-2023 20:11,28,52,76
06-01-2023 20:12,66,73,38
06-01-2023 20:13,58,62,36
06-01-2023 20:14,50,17,72
06-01-2023 20:15,67,28,26
06-01-2023 20:16,34,52,89
06-01-2023 20:17,65,28,68
06-01-2023 20:18,63,26,75
06-01-2023 20:19,47,48,83
06-01-2023 20:20,47,54,19
06-01-2023 20:21,45,12,63
06-01-2023 20:22,57,56,65
06-01-2023 20:23,23,10,32
06-01-2023 20:24,49,13,44
06-01-2023 20:25,57,57,74
06-01-2023 20:26,39,39,66
06-01-2023 20:27,68,37,63
06-01-2023 20:28,29,39,76
06-01-2023 20:29,40,12,45
06-01-2023 20:30,29,14,54
06-01-2023 20:31,33,20,17
06-01-2023 20:32,43,19,64
06-01-2023 20:33,30,11,53
06-01-2023 20:34,65,48,55
06-01-2023 20:35,47,15,69
06-01-2023 20:36,32,74,44
06-01-2023 20:37,56,50,48
06-01-2023 20:38,45,25,35
06-01-2023 20:39,62,64,59
06-01-2023 20:40,21,12,71
06-01-2023 20:41,66,59,59
06-01-2023 20:42,23,24,43
06-01-2023 20:43,24,46,44
06-01-2023 20:44,35,34,30
06-01-2023 20:45,60,47,79
06-01-2023 20:46,60,66,19
06-01-2023 20:47,48,53,82
06-01-2023 20:48,62,41,22
06-01-2023 20:49,47,72,51
06-01-2023 20:50,37,56,37
06-01-2023 20:51,59,69,37
06-01-2023 20:52,25,17,69
06-01-2023 20:53,51,54,31
06-01-2023 20:54,41,31,74
06-01-2023 20:55,50,23,60
06-01-2023 20:56,50,69,36
06-01-2023 20:57,54,10,26
06-01-2023 20:58,32,29,61
06-01-2023 20:59,25,14,42
06-01-2023 21:00,52,38,65
06-01-2023 21:01,48,54,61
06-01-2023 21:02,66,25,56
06-01-2023 21:03,48,65,40
06-01-2023 21:04,54,76,30
06-01-2023 21:05,21,13,46
06-01-2023 21:06,30,51,63
06-01-2023 21:07,36,34,46
06-01-2023 21:08,33,57,26
06-01-2023 21:09,46,41,15
06-01-2023 21:10,32,38,88
06-01-2023 21:11,64,78,54
06-01-2023 21:12,33,42,39
06-01-2023 21:13,68,69,51
06-01-2023 21:14,21,57,40
06-01-2023 21:15,28,70,31
06-01-2023 21:16,35,63,35
06-01-2023 21:17,63,73,35
06-01-2023 21:18,64,17,75
06-01-2023 21:19,54,59,84
06-01-2023 21:20,48,62,68
06-01-2023 21:21,47,38,22
06-01-2023 21:22,50,74,74
06-01-2023 21:23,38,10,49
06-01-2023 21:24,34,72,80
06-01-2023 21:25,56,11,79
06-01-2023 21:26,39,28,38
06-01-2023 21:27,40,52,39
06-01-2023 21:28,56,66,43
06-01-2023 21:29,55,79,37
06-01-2023 21:30,63,53,17
06-01-2023 21:31,48,28,41
06-01-2023 21:32,60,18,81
06-01-2023 21:33,62,68,53
06-01-2023 21:34,56,72,86
06-01-2023 21:35,39,57,83
06-01-2023 21:36,63,50,83
06-01-2023 21:37,36,17,53
06-01-2023 21:38,68,19,42
06-01-2023 21:39,26,20,52
06-01-2023 21:40,30,13,39
06-01-2023 21:41,64,11,65
06-01-2023 21:42,22,21,62
06-01-2023 21:43,48,50,67
06-01-2023 21:44,46,55,49
06-01-2023 21:45,30,79,24
06-01-2023 21:46,46,71,63
06-01-2023 21:47,67,32,70
06-01-2023 21:48,67,49,28
06-01-2023 21:49,62,29,26
06-01-2023 21:50,56,38,15
06-01-2023 21:51,43,55,52
06-01-2023 21:52,27,35,42
06-01-2023 21:53,59,33,71
06-01-2023 21:54,41,19,59
06-01-2023 21:55,52,65,69
06-01-2023 21:56,43,31,16
06-01-2023 21:57,20,11,33
06-01-2023 21:58,51,45,40
06-01-2023 21:59,32,12,34
06-01-2023 22:00,45,54,63
06-01-2023 22:01,54,77,66
06-01-2023 22:02,54,33,75
06-01-2023 22:03,27,73,46
06-01-2023 22:04,45,42,61
06-01-2023 22:05,44,49,57
06-01-2023 22:06,33,34,88
06-01-2023 22:07,47,46,37
06-01-2023 22:08,47,55,29
06-01-2023 22:09,57,66,66
06-01-2023 22:10,38,74,63
06-01-2023 22:11,35,26,75
06-01-2023 22:12,34,36,62
06-01-2023 22:13,23,46,67
06-01-2023 22:14,57,78,83
06-01-2023 22:15,43,65,70
06-01-2023 22:16,37,41,19
06-01-2023 22:17,38,54,64
06-01-2023 22:18,47,30,88
06-01-2023 22:19,22,75,61
06-01-2023 22:20,40,60,53
06-01-2023 22:21,42,40,30
06-01-2023 22:22,31,72,53
06-01-2023 22:23,60,14,41
06-01-2023 22:24,39,67,60
06-01-2023 22:25,44,19,78
06-01-2023 22:26,67,40,32
06-01-2023 22:27,56,36,75
06-01-2023 22:28,44,44,86
06-01-2023 22:29,53,56,79
06-01-2023 22:30,36,31,35
06-01-2023 22:31,38,68,73
06-01-2023 22:32,62,71,30
06-01-2023 22:33,23,12,50
06-01-2023 22:34,37,11,78
06-01-2023 22:35,64,64,59
06-01-2023 22:36,56,39,68
06-01-2023 22:37,35,68,64
06-01-2023 22:38,68,57,83
06-01-2023 22:39,53,15,76
06-01-2023 22:40,41,71,81
06-01-2023 22:41,57,43,34
06-01-2023 22:42,63,15,65
06-01-2023 22:43,38,49,88
06-01-2023 22:44,68,43,39
06-01-2023 22:45,60,24,16
06-01-2023 22:46,64,45,16
06-01-2023 22:47,48,39,52
06-01-2023 22:48,42,27,39
06-01-2023 22:49,26,64,42
06-01-2023 22:50,62,14,29
06-01-2023 22:51,24,47,70
06-01-2023 22:52,57,24,46
06-01-2023 22:53,56,67,76
06-01-2023 22:54,28,54,19
06-01-2023 22:55,38,31,53
06-01-2023 22:56,31,37,48
06-01-2023 22:57,44,45,45
06-01-2023 22:58,51,28,19
06-01-2023 22:59,53,44,64
06-01-2023 23:00,50,50,50
06-01-2023 23:01,35,16,73
06-01-2023 23:02,43,60,31
06-01-2023 23:03,41,63,86
06-01-2023 23:04,53,15,77
06-01-2023 23:05,26,13,49
06-01-2023 23:06,36,60,77
06-01-2023 23:07,46,68,64
06-01-2023 23:08,61,76,16
06-01-2023 23:09,66,64,84
06-01-2023 23:10,36,71,26
06-01-2023 23:11,53,48,88
06-01-2023 23:12,61,42,24
06-01-2023 23:13,20,58,20
06-01-2023 23:14,32,50,85
06-01-2023 23:15,64,39,65
06-01-2023 23:16,57,64,84
06-01-2023 23:17,69,39,74
06-01-2023 23:18,69,16,17
06-01-2023 23:19,59,23,47
06-01-2023 23:20,24,20,85
06-01-2023 23:21,59,70,56
06-01-2023 23:22,43,29,57
06-01-2023 23:23,48,60,67
06-01-2023 23:24,35,15,16
06-01-2023 23:25,41,11,27
06-01-2023 23:26,36,69,83
06-01-2023 23:27,47,14,25
06-01-2023 23:28,27,15,31
06-01-2023 23:29,53,24,24
06-01-2023 23:30,52,12,44
06-01-2023 23:31,20,69,49
06-01-2023 23:32,68,72,33
06-01-2023 23:33,56,41,52
06-01-2023 23:34,40,48,27
06-01-2023 23:35,22,43,62
06-01-2023 23:36,34,42,85
06-01-2023 23:37,59,25,76
06-01-2023 23:38,42,39,24
06-01-2023 23:39,39,21,51
06-01-2023 23:40,40,14,30
06-01-2023 23:41,60,12,39
06-01-2023 23:42,68,79,40
06-01-2023 23:43,20,53,58
06-01-2023 23:44,25,11,51
06-01-2023 23:45,52,54,79
06-01-2023 23:46,67,40,79
06-01-2023 23:47,34,65,53
06-01-2023 23:48,54,37,41
06-01-2023 23:49,58,40,33
06-01-2023 23:50,48,21,59
06-01-2023 23:51,64,50,15
06-01-2023 23:52,52,14,58
06-01-2023 23:53,26,62,63
06-01-2023 23:54,35,44,33
06-01-2023 23:55,38,65,35
06-01-2023 23:56,47,60,57
06-01-2023 23:57,67,64,55
06-01-2023 23:58,67,48,84
06-01-2023 23:59,69,41,18
07-01-2023 00:00,41,31,29
07-01-2023 00:01,62,32,70
07-01-2023 00:02,35,42,39
07-01-2023 00:03,34,56,44
07-01-2023 00:04,47,52,49
07-01-2023 00:05,66,26,32
07-01-2023 00:06,29,37,31
07-01-2023 00:07,64,65,89
07-01-2023 00:08,54,52,33
07-01-2023 00:09,63,14,35
07-01-2023 00:10,33,20,45
07-01-2023 00:11,42,63,29
07-01-2023 00:12,28,43,26
07-01-2023 00:13,29,22,16
07-01-2023 00:14,31,38,82
07-01-2023 00:15,62,71,39
07-01-2023 00:16,50,77,58
07-01-2023 00:17,27,53,31
07-01-2023 00:18,50,40,67
07-01-2023 00:19,36,59,48
07-01-2023 00:20,25,47,47
07-01-2023 00:21,63,44,18
07-01-2023 00:22,26,73,22
07-01-2023 00:23,60,45,30
07-01-2023 00:24,59,51,30
07-01-2023 00:25,66,22,29
07-01-2023 00:26,35,13,63
07-01-2023 00:27,65,73,86
07-01-2023 00:28,20,20,37
07-01-2023 00:29,32,62,21
07-01-2023 00:30,35,56,21
07-01-2023 00:31,39,40,63
07-01-2023 00:32,27,44,45
07-01-2023 00:33,32,20,85
07-01-2023 00:34,39,27,72
07-01-2023 00:35,29,74,15
07-01-2023 00:36,49,62,65
07-01-2023 00:37,42,38,85
07-01-2023 00:38,51,67,36
07-01-2023 00:39,39,79,56
07-01-2023 00:40,61,73,18
07-01-2023 00:41,53,67,73
07-01-2023 00:42,66,76,79
07-01-2023 00:43,37,16,22
07-01-2023 00:44,31,31,87
07-01-2023 00:45,62,54,28
07-01-2023 00:46,67,41,41
07-01-2023 00:47,39,49,41
07-01-2023 00:48,32,33,30
07-01-2023 00:49,64,66,54
07-01-2023 00:50,59,11,81
07-01-2023 00:51,59,59,68
07-01-2023 00:52,23,40,33
07-01-2023 00:53,44,71,56
07-01-2023 00:54,65,17,58
07-01-2023 00:55,50,31,61
07-01-2023 00:56,46,25,34
07-01-2023 00:57,24,42,53
07-01-2023 00:58,64,57,33
07-01-2023 00:59,69,36,47
07-01-2023 01:00,34,15,53
07-01-2023 01:01,57,55,26
07-01-2023 01:02,49,39,23
07-01-2023 01:03,47,74,89
07-01-2023 01:04,23,43,47
07-01-2023 01:05,21,16,32
07-01-2023 01:06,62,14,17
07-01-2023 01:07,34,21,17
07-01-2023 01:08,55,39,31
07-01-2023 01:09,45,53,46
07-01-2023 01:10,55,73,80
07-01-2023 01:11,46,16,77
07-01-2023 01:12,67,22,76
07-01-2023 01:13,20,60,36
07-01-2023 01:14,36,62,74
07-01-2023 01:15,46,26,28
07-01-2023 01:16,27,34,31
07-01-2023 01:17,35,30,25
07-01-2023 01:18,21,35,35
07-01-2023 01:19,59,14,83
07-01-2023 01:20,39,68,74
07-01-2023 01:21,24,39,71
07-01-2023 01:22,28,37,35
07-01-2023 01:23,33,14,28
07-01-2023 01:24,62,16,43
07-01-2023 01:25,56,44,86
07-01-2023 01:26,26,71,47
07-01-2023 01:27,66,14,50
07-01-2023 01:28,27,16,54
07-01-2023 01:29,64,54,89
07-01-2023 01:30,55,52,41
07-01-2023 01:31,65,53,18
07-01-2023 01:32,33,46,84
07-01-2023 01:33,36,45,68
07-01-2023 01:34,43,39,81
07-01-2023 01:35,65,64,85
07-01-2023 01:36,63,15,67
07-01-2023 01:37,38,33,47
07-01-2023 01:38,63,24,87
07-01-2023 01:39,39,37,30
07-01-2023 01:40,36,46,85
07-01-2023 01:41,26,65,89
07-01-2023 01:42,65,73,36
07-01-2023 01:43,47,35,35
07-01-2023 01:44,38,47,57
07-01-2023 01:45,39,29,85
07-01-2023 01:46,50,50,27
07-01-2023 01:47,44,58,17
07-01-2023 01:48,27,64,49
07-01-2023 01:49,36,76,81
07-01-2023 01:50,44,51,81
07-01-2023 01:51,63,39,81
07-01-2023 01:52,23,11,80
07-01-2023 01:53,49,22,83
07-01-2023 01:54,47,67,17
07-01-2023 01:55,56,13,60
07-01-2023 01:56,36,46,60
07-01-2023 01:57,34,23,57
07-01-2023 01:58,59,69,70
07-01-2023 01:59,21,35,43
07-01-2023 02:00,21,58,30
07-01-2023 02:01,56,75,54
07-01-2023 02:02,24,34,70
07-01-2023 02:03,28,62,76
07-01-2023 02:04,26,24,15
07-01-2023 02:05,24,36,52
07-01-2023 02:06,43,60,26
07-01-2023 02:07,64,37,72
07-01-2023 02:08,65,61,60
07-01-2023 02:09,67,76,82
07-01-2023 02:10,55,29,45
07-01-2023 02:11,64,76,86
07-01-2023 02:12,49,12,26
07-01-2023 02:13,63,46,65
07-01-2023 02:14,41,57,61
07-01-2023 02:15,42,67,54
07-01-2023 02:16,35,32,83
07-01-2023 02:17,58,23,84
07-01-2023 02:18,65,72,23
07-01-2023 02:19,28,47,79
07-01-2023 02:20,65,68,83
07-01-2023 02:21,22,47,74
07-01-2023 02:22,67,71,33
07-01-2023 02:23,69,19,67
07-01-2023 02:24,24,54,49
07-01-2023 02:25,67,31,81
07-01-2023 02:26,62,40,41
07-01-2023 02:27,68,58,62
07-01-2023 02:28,39,29,40
07-01-2023 02:29,57,19,24
07-01-2023 02:30,51,44,40
07-01-2023 02:31,35,27,74
07-01-2023 02:32,48,11,28
07-01-2023 02:33,28,51,29
07-01-2023 02:34,47,33,29
07-01-2023 02:35,43,22,35
07-01-2023 02:36,62,47,75
07-01-2023 02:37,22,71,57
07-01-2023 02:38,20,23,63
07-01-2023 02:39,65,60,68
07-01-2023 02:40,65,16,40
07-01-2023 02:41,25,14,73
07-01-2023 02:42,56,56,70
07-01-2023 02:43,20,21,44
07-01-2023 02:44,54,67,35
07-01-2023 02:45,24,46,55
07-01-2023 02:46,49,39,21
07-01-2023 02:47,39,72,62
07-01-2023 02:48,29,16,24
07-01-2023 02:49,25,62,76
07-01-2023 02:50,34,57,42
07-01-2023 02:51,24,54,22
07-01-2023 02:52,31,12,54
07-01-2023 02:53,39,13,26
07-01-2023 02:54,41,65,45
07-01-2023 02:55,22,69,67
07-01-2023 02:56,66,18,49
07-01-2023 02:57,30,14,85
07-01-2023 02:58,25,41,59
07-01-2023 02:59,49,49,77
07-01-2023 03:00,42,40,43
07-01-2023 03:01,40,18,45
07-01-2023 03:02,40,79,37
07-01-2023 03:03,44,16,37
07-01-2023 03:04,42,12,17
07-01-2023 03:05,41,68,67
07-01-2023 03:06,43,31,41
07-01-2023 03:07,42,69,69
07-01-2023 03:08,21,18,55
07-01-2023 03:09,63,67,57
07-01-2023 03:10,40,34,53
07-01-2023 03:11,39,76,61
07-01-2023 03:12,34,49,29
07-01-2023 03:13,43,62,78
07-01-2023 03:14,41,36,89
07-01-2023 03:15,49,47,88
07-01-2023 03:16,36,14,43
07-01-2023 03:17,33,32,85
07-01-2023 03:18,53,30,86
07-01-2023 03:19,38,77,49
07-01-2023 03:20,20,26,71
07-01-2023 03:21,64,74,70
07-01-2023 03:22,31,41,83
07-01-2023 03:23,27,42,70
07-01-2023 03:24,27,34,20
07-01-2023 03:25,48,45,79
07-01-2023 03:26,39,74,58
07-01-2023 03:27,29,75,52
07-01-2023 03:28,41,35,73
07-01-2023 03:29,67,74,47
07-01-2023 03:30,26,72,48
07-01-2023 03:31,68,47,87
07-01-2023 03:32,66,26,35
07-01-2023 03:33,45,56,83
07-01-2023 03:34,21,45,74
07-01-2023 03:35,23,66,26
07-01-2023 03:36,50,34,83
07-01-2023 03:37,69,60,24
07-01-2023 03:38,31,76,78
07-01-2023 03:39,28,69,18
07-01-2023 03:40,26,65,68
07-01-2023 03:41,61,38,22
07-01-2023 03:42,47,43,62
07-01-2023 03:43,47,37,70
07-01-2023 03:44,32,12,23
07-01-2023 03:45,64,34,29
07-01-2023 03:46,38,26,31
07-01-2023 03:47,22,59,43
07-01-2023 03:48,28,77,25
07-01-2023 03:49,60,30,51
07-01-2023 03:50,24,32,41
07-01-2023 03:51,23,17,52
07-01-2023 03:52,42,63,83
07-01-2023 03:53,61,21,76
07-01-2023 03:54,69,24,31
07-01-2023 03:55,56,56,20
07-01-2023 03:56,34,67,41
07-01-2023 03:57,38,22,65
07-01-2023 03:58,40,55,40
07-01-2023 03:59,39,63,40
07-01-2023 04:00,28,28,25
07-01-2023 04:01,36,71,48
07-01-2023 04:02,63,44,47
07-01-2023 04:03,63,37,80
07-01-2023 04:04,30,46,43
07-01-2023 04:05,26,55,56
07-01-2023 04:06,30,62,39
07-01-2023 04:07,23,37,77
07-01-2023 04:08,51,53,15
07-01-2023 04:09,40,12,65
07-01-2023 04:10,45,22,21
07-01-2023 04:11,37,60,52
07-01-2023 04:12,27,30,82
07-01-2023 04:13,45,30,43
07-01-2023 04:14,33,78,49
07-01-2023 04:15,46,31,87
07-01-2023 04:16,47,40,35
07-01-2023 04:17,50,76,36
07-01-2023 04:18,63,35,83
07-01-2023 04:19,66,74,15
07-01-2023 04:20,67,72,38
07-01-2023 04:21,63,74,34
07-01-2023 04:22,63,60,64
07-01-2023 04:23,68,52,56
07-01-2023 04:24,23,44,26
07-01-2023 04:25,59,38,60
07-01-2023 04:26,50,21,57
07-01-2023 04:27,26,33,72
07-01-2023 04:28,44,36,51
07-01-2023 04:29,34,31,53
07-01-2023 04:30,39,51,53
07-01-2023 04:31,26,35,60
07-01-2023 04:32,23,11,78
07-01-2023 04:33,63,47,22
07-01-2023 04:34,29,25,26
07-01-2023 04:35,28,72,47
07-01-2023 04:36,22,18,18
07-01-2023 04:37,68,76,45
07-01-2023 04:38,33,56,42
07-01-2023 04:39,57,65,88
07-01-2023 04:40,64,53,15
07-01-2023 04:41,66,76,52
07-01-2023 04:42,67,79,48
07-01-2023 04:43,49,12,63
07-01-2023 04:44,38,62,85
07-01-2023 04:45,29,40,23
07-01-2023 04:46,59,25,21
07-01-2023 04:47,57,43,71
07-01-2023 04:48,31,15,88
07-01-2023 04:49,60,63,39
07-01-2023 04:50,61,48,86
07-01-2023 04:51,51,52,36
07-01-2023 04:52,44,70,41
07-01-2023 04:53,45,61,53
07-01-2023 04:54,62,10,22
07-01-2023 04:55,32,39,45
07-01-2023 04:56,33,32,51
07-01-2023 04:57,43,57,83
07-01-2023 04:58,27,78,31
07-01-2023 04:59,51,32,65
07-01-2023 05:00,52,12,87
07-01-2023 05:01,65,42,24
07-01-2023 05:02,29,29,51
07-01-2023 05:03,31,79,80
07-01-2023 05:04,38,51,50
07-01-2023 05:05,66,66,55
07-01-2023 05:06,30,79,21
07-01-2023 05:07,55,46,66
07-01-2023 05:08,35,33,40
07-01-2023 05:09,65,36,89
07-01-2023 05:10,56,73,70
07-01-2023 05:11,26,71,57
07-01-2023 05:12,34,15,49
07-01-2023 05:13,21,72,27
07-01-2023 05:14,56,51,73
07-01-2023 05:15,56,19,48
07-01-2023 05:16,54,61,16
07-01-2023 05:17,54,23,77
07-01-2023 05:18,36,72,37
07-01-2023 05:19,36,55,30
07-01-2023 05:20,36,67,43
07-01-2023 05:21,60,37,59
07-01-2023 05:22,33,34,82
07-01-2023 05:23,57,31,75
07-01-2023 05:24,65,10,43
07-01-2023 05:25,39,20,89
07-01-2023 05:26,31,71,26
07-01-2023 05:27,30,48,39
07-01-2023 05:28,20,38,46
07-01-2023 05:29,66,18,15
07-01-2023 05:30,45,64,58
07-01-2023 05:31,51,64,41
07-01-2023 05:32,30,57,75
07-01-2023 05:33,63,19,34
07-01-2023 05:34,37,24,52
07-01-2023 05:35,28,57,74
07-01-2023 05:36,54,25,41
07-01-2023 05:37,44,14,87
07-01-2023 05:38,63,55,30
07-01-2023 05:39,25,74,27
07-01-2023 05:40,43,54,37
07-01-2023 05:41,66,24,35
07-01-2023 05:42,62,64,24
07-01-2023 05:43,40,38,37
07-01-2023 05:44,24,27,19
07-01-2023 05:45,49,75,28
07-01-2023 05:46,23,52,72
07-01-2023 05:47,32,35,62
07-01-2023 05:48,64,62,30
07-01-2023 05:49,22,70,29
07-01-2023 05:50,24,11,44
07-01-2023 05:51,38,27,43
07-01-2023 05:52,53,53,48
07-01-2023 05:53,37,12,39
07-01-2023 05:54,49,66,70
07-01-2023 05:55,25,45,77
07-01-2023 05:56,49,38,46
07-01-2023 05:57,21,48,75
07-01-2023 05:58,51,45,25
07-01-2023 05:59,43,63,56
07-01-2023 06:00,63,65,63
07-01-2023 06:01,51,54,80
07-01-2023 06:02,61,29,55
07-01-2023 06:03,67,36,56
07-01-2023 06:04,26,67,37
07-01-2023 06:05,56,79,47
07-01-2023 06:06,55,54,82
07-01-2023 06:07,28,68,18
07-01-2023 06:08,61,15,78
07-01-2023 06:09,22,55,21
07-01-2023 06:10,25,27,65
07-01-2023 06:11,45,55,25
07-01-2023 06:12,34,17,16
07-01-2023 06:13,51,72,57
07-01-2023 06:14,64,21,68
07-01-2023 06:15,38,13,61
07-01-2023 06:16,47,39,54
07-01-2023 06:17,31,52,68
07-01-2023 06:18,34,66,18
07-01-2023 06:19,47,22,40
07-01-2023 06:20,32,37,66
07-01-2023 06:21,47,27,68
07-01-2023 06:22,39,76,79
07-01-2023 06:23,32,71,86
07-01-2023 06:24,46,11,66
07-01-2023 06:25,20,16,56
07-01-2023 06:26,38,20,34
07-01-2023 06:27,51,37,20
07-01-2023 06:28,33,59,38
07-01-2023 06:29,20,54,79
07-01-2023 06:30,66,76,17
07-01-2023 06:31,53,25,74
07-01-2023 06:32,30,16,20
07-01-2023 06:33,30,38,27
07-01-2023 06:34,50,32,25
07-01-2023 06:35,46,17,58
07-01-2023 06:36,68,53,42
07-01-2023 06:37,65,66,22
07-01-2023 06:38,26,56,61
07-01-2023 06:39,69,10,34
07-01-2023 06:40,56,78,56
07-01-2023 06:41,53,60,84
07-01-2023 06:42,41,20,71
07-01-2023 06:43,48,74,25
07-01-2023 06:44,20,11,24
07-01-2023 06:45,42,53,45
07-01-2023 06:46,31,23,72
07-01-2023 06:47,50,12,45
07-01-2023 06:48,25,66,21
07-01-2023 06:49,48,33,57
07-01-2023 06:50,27,33,76
07-01-2023 06:51,57,37,88
07-01-2023 06:52,33,45,60
07-01-2023 06:53,39,72,76
07-01-2023 06:54,32,79,52
07-01-2023 06:55,55,38,42
07-01-2023 06:56,51,28,89
07-01-2023 06:57,67,61,72
07-01-2023 06:58,32,76,31
07-01-2023 06:59,35,58,74
07-01-2023 07:00,28,22,63
07-01-2023 07:01,48,44,45
